field,hash,crop_path,example_sample_dir,example_png,count
detection_threshold,86e4ab4d63c190084aa7aed5c603b844,outputs\debug\crop_detection_threshold_305.png,extra\60,extra\60\72faedfd-f21a-4907-815d-78c5bad1b440.png,1
minimum_area,058430fe250ed2b64d71c2f591127a83,outputs\debug\crop_minimum_area_306.png,extra\60,extra\60\72faedfd-f21a-4907-815d-78c5bad1b440.png,1
minimum_height,d1b035dd73e9416b24eb22df1fce6940,outputs\debug\crop_minimum_height_307.png,extra\60,extra\60\72faedfd-f21a-4907-815d-78c5bad1b440.png,1
start_min,63f45daa66a518404229e55f2fe8ba6a,outputs\debug\crop_start_min_308.png,extra\62,extra\62\3ad5ee8c-a005-4a1f-b8ff-8f46e19101dc.png,1
end_min,9808388e41449cea5bdd822e48dd4de2,outputs\debug\crop_end_min_309.png,extra\62,extra\62\3ad5ee8c-a005-4a1f-b8ff-8f46e19101dc.png,1
peak_width_sec,968f56387d356c3f4d8718cf1be7d331,outputs\debug\crop_peak_width_sec_310.png,extra\62,extra\62\3ad5ee8c-a005-4a1f-b8ff-8f46e19101dc.png,1
detection_threshold,34956b9ac357c7568999140b7353e982,outputs\debug\crop_detection_threshold_311.png,extra\62,extra\62\3ad5ee8c-a005-4a1f-b8ff-8f46e19101dc.png,1
minimum_height,9f99f00ba1cbec32f5523f9a9b7c2f2a,outputs\debug\crop_minimum_height_312.png,extra\62,extra\62\3ad5ee8c-a005-4a1f-b8ff-8f46e19101dc.png,1
start_min,cf06b4e8dfb2f0467efaa6d52d853e02,outputs\debug\crop_start_min_313.png,extra\63,extra\63\1f720f69-1e8e-46f8-a058-7a2a0d26ae4e.png,1
end_min,8495b9a5a425d08cdc41fb9a69219b63,outputs\debug\crop_end_min_314.png,extra\63,extra\63\1f720f69-1e8e-46f8-a058-7a2a0d26ae4e.png,2
peak_width_sec,76300ca5501c4652462bf768e4c266f0,outputs\debug\crop_peak_width_sec_315.png,extra\63,extra\63\1f720f69-1e8e-46f8-a058-7a2a0d26ae4e.png,1
detection_threshold,ba7ff73470646be8f6df5c568888cd49,outputs\debug\crop_detection_threshold_316.png,extra\63,extra\63\1f720f69-1e8e-46f8-a058-7a2a0d26ae4e.png,1
minimum_height,7ef472da1388b51b10aa95a3416a3f0e,outputs\debug\crop_minimum_height_317.png,extra\63,extra\63\1f720f69-1e8e-46f8-a058-7a2a0d26ae4e.png,1
start_min,21dab261990cff3e04a3aaa91fa3ed99,outputs\debug\crop_start_min_318.png,extra\64,extra\64\cca8238a-0197-4abf-abd8-bc6cea6acae5.png,1
end_min,8d7898b1a48862e4951e6695e7d221bb,outputs\debug\crop_end_min_319.png,extra\64,extra\64\cca8238a-0197-4abf-abd8-bc6cea6acae5.png,1
peak_width_sec,71e81565914652338fbdbca4f1d1dcbc,outputs\debug\crop_peak_width_sec_320.png,extra\64,extra\64\cca8238a-0197-4abf-abd8-bc6cea6acae5.png,1
detection_threshold,db0b86075fef55b6987c819f5445f18f,outputs\debug\crop_detection_threshold_321.png,extra\64,extra\64\cca8238a-0197-4abf-abd8-bc6cea6acae5.png,1
minimum_area,d1c96462a76223165f3f2a18cf833446,outputs\debug\crop_minimum_area_322.png,extra\64,extra\64\cca8238a-0197-4abf-abd8-bc6cea6acae5.png,1
minimum_height,f583c8bb554aec13de619856897ebd4a,outputs\debug\crop_minimum_height_323.png,extra\64,extra\64\cca8238a-0197-4abf-abd8-bc6cea6acae5.png,1
start_min,2acdf543ee62aa429a777653c87e9898,outputs\debug\crop_start_min_324.png,extra\65,extra\65\79201529-6039-4022-8111-130f01e1a235.png,1
end_min,7b8b4978e705353e72118897a81c014b,outputs\debug\crop_end_min_325.png,extra\65,extra\65\79201529-6039-4022-8111-130f01e1a235.png,1
peak_width_sec,d3b6627840019239b2b1a116fba73365,outputs\debug\crop_peak_width_sec_326.png,extra\65,extra\65\79201529-6039-4022-8111-130f01e1a235.png,1
minimum_height,37ba17b250fde5ae40cde57c883493e5,outputs\debug\crop_minimum_height_327.png,extra\65,extra\65\79201529-6039-4022-8111-130f01e1a235.png,1
start_min,c974b5db0dfa8d01db92f7623b0c4fdb,outputs\debug\crop_start_min_328.png,extra\68,extra\68\543fd3af-7272-40e4-a498-993af5959516.png,1
end_min,4ef6f6409687611bead943d90d56be5f,outputs\debug\crop_end_min_329.png,extra\68,extra\68\543fd3af-7272-40e4-a498-993af5959516.png,1
peak_width_sec,377797e70c0442c0e98859ec35969060,outputs\debug\crop_peak_width_sec_330.png,extra\68,extra\68\543fd3af-7272-40e4-a498-993af5959516.png,1
detection_threshold,cb21b11571b85b4ce26b0751cb022d2e,outputs\debug\crop_detection_threshold_331.png,extra\68,extra\68\543fd3af-7272-40e4-a498-993af5959516.png,1
minimum_area,017d5630578fafee00383f895f203363,outputs\debug\crop_minimum_area_332.png,extra\68,extra\68\543fd3af-7272-40e4-a498-993af5959516.png,1
minimum_height,2b83295f178a8f509a24f68ba8e0427f,outputs\debug\crop_minimum_height_333.png,extra\68,extra\68\543fd3af-7272-40e4-a498-993af5959516.png,1
start_min,0aa49224dc62735b56a9ffba8efe8638,outputs\debug\crop_start_min_334.png,extra\71,extra\71\9bfe4f8c-e429-4552-a770-e656966c7139.png,1
end_min,91317e1755784413ed6f938b8ade2f54,outputs\debug\crop_end_min_335.png,extra\71,extra\71\9bfe4f8c-e429-4552-a770-e656966c7139.png,1
peak_width_sec,707a1a18d5c9a43440a8bf0e370a7976,outputs\debug\crop_peak_width_sec_336.png,extra\71,extra\71\9bfe4f8c-e429-4552-a770-e656966c7139.png,1
detection_threshold,a95836dacaec90bca86ee39e3cae820b,outputs\debug\crop_detection_threshold_337.png,extra\71,extra\71\9bfe4f8c-e429-4552-a770-e656966c7139.png,1
minimum_area,109d02881e72f211910dbffcaa8740b5,outputs\debug\crop_minimum_area_338.png,extra\71,extra\71\9bfe4f8c-e429-4552-a770-e656966c7139.png,1
minimum_height,503995ff9d17e8e0df1103efdc10b7d2,outputs\debug\crop_minimum_height_339.png,extra\71,extra\71\9bfe4f8c-e429-4552-a770-e656966c7139.png,1
start_min,a84f7016c41bdd6aab5693cc0d6535b7,outputs\debug\crop_start_min_340.png,extra\72,extra\72\425c978a-3844-42ee-a312-1896a0011679.png,1
end_min,29f2bf1a076cd27e6fb2d4f322f9defa,outputs\debug\crop_end_min_341.png,extra\72,extra\72\425c978a-3844-42ee-a312-1896a0011679.png,1
peak_width_sec,918ca1fa2478b514a84f9797fca9cc86,outputs\debug\crop_peak_width_sec_342.png,extra\72,extra\72\425c978a-3844-42ee-a312-1896a0011679.png,1
detection_threshold,d1347935d2bd423990122607352aefab,outputs\debug\crop_detection_threshold_343.png,extra\72,extra\72\425c978a-3844-42ee-a312-1896a0011679.png,1
minimum_area,a901e05b540ffe8d3068df75bba5c51d,outputs\debug\crop_minimum_area_344.png,extra\72,extra\72\425c978a-3844-42ee-a312-1896a0011679.png,1
minimum_height,89d58a18816d094d3b4441dd6d57fa16,outputs\debug\crop_minimum_height_345.png,extra\72,extra\72\425c978a-3844-42ee-a312-1896a0011679.png,1
start_min,6741490efb18737717040eee88eb6272,outputs\debug\crop_start_min_346.png,extra\73,extra\73\d715f591-a591-42cf-8b61-4725a0c309c6.png,1
end_min,69073a3c82fdc2888aedec45ae43c67a,outputs\debug\crop_end_min_347.png,extra\73,extra\73\d715f591-a591-42cf-8b61-4725a0c309c6.png,1
peak_width_sec,ffafe6588f712b2271566ec21f8ad0ad,outputs\debug\crop_peak_width_sec_348.png,extra\73,extra\73\d715f591-a591-42cf-8b61-4725a0c309c6.png,1
detection_threshold,7a813148c9ddd058f17fc8c0fd5936ef,outputs\debug\crop_detection_threshold_349.png,extra\73,extra\73\d715f591-a591-42cf-8b61-4725a0c309c6.png,1
minimum_area,979fbf66d28511354039b1b1c4392b30,outputs\debug\crop_minimum_area_350.png,extra\73,extra\73\d715f591-a591-42cf-8b61-4725a0c309c6.png,1
minimum_height,647286394c9540145fb39e1b11962f07,outputs\debug\crop_minimum_height_351.png,extra\73,extra\73\d715f591-a591-42cf-8b61-4725a0c309c6.png,1
start_min,2f74af8c619c76ee19759e463af1699d,outputs\debug\crop_start_min_352.png,extra\75,extra\75\9a9b610a-62a7-48f8-8fe6-06d8b60bc381.png,1
end_min,9393ceff7baafd6dca35d21690f357cf,outputs\debug\crop_end_min_353.png,extra\75,extra\75\9a9b610a-62a7-48f8-8fe6-06d8b60bc381.png,1
peak_width_sec,685e7eb67b7696b8abe84cf04e83b873,outputs\debug\crop_peak_width_sec_354.png,extra\75,extra\75\9a9b610a-62a7-48f8-8fe6-06d8b60bc381.png,1
detection_threshold,768245553492c778cb79274109e97955,outputs\debug\crop_detection_threshold_355.png,extra\75,extra\75\9a9b610a-62a7-48f8-8fe6-06d8b60bc381.png,1
minimum_area,432673a6654f4fa860311afe67da82c4,outputs\debug\crop_minimum_area_356.png,extra\75,extra\75\9a9b610a-62a7-48f8-8fe6-06d8b60bc381.png,1
minimum_height,0896e2f74d4ac2083794d6de6c139227,outputs\debug\crop_minimum_height_357.png,extra\75,extra\75\9a9b610a-62a7-48f8-8fe6-06d8b60bc381.png,1
start_min,89852f4dbdab7bcc675749a7d0c3799e,outputs\debug\crop_start_min_358.png,extra\76,extra\76\8457b099-401a-4b7f-a3b9-70459b800ac7.png,1
peak_width_sec,260ee08ae2ca473f08ff7690ad84f7d5,outputs\debug\crop_peak_width_sec_359.png,extra\76,extra\76\8457b099-401a-4b7f-a3b9-70459b800ac7.png,1
detection_threshold,e9c354375e65802f922ffc13e30888cf,outputs\debug\crop_detection_threshold_360.png,extra\76,extra\76\8457b099-401a-4b7f-a3b9-70459b800ac7.png,1
minimum_height,0deffb2b975d82208f8df5f3aa097563,outputs\debug\crop_minimum_height_361.png,extra\76,extra\76\8457b099-401a-4b7f-a3b9-70459b800ac7.png,1
start_min,3a41d7c6b925e7194f1ab50b6e59be8c,outputs\debug\crop_start_min_362.png,extra\77,extra\77\72d089f7-0db2-4de6-b6ec-cccfd18d9d67.png,1
end_min,0379d1af2153f9ae0d1c09c240923bab,outputs\debug\crop_end_min_363.png,extra\77,extra\77\72d089f7-0db2-4de6-b6ec-cccfd18d9d67.png,1
peak_width_sec,0af22b16f9f185858cd0460fd84fd37c,outputs\debug\crop_peak_width_sec_364.png,extra\77,extra\77\72d089f7-0db2-4de6-b6ec-cccfd18d9d67.png,1
detection_threshold,c81c556b3df7ef20ed3fb6f7b3ec0aeb,outputs\debug\crop_detection_threshold_365.png,extra\77,extra\77\72d089f7-0db2-4de6-b6ec-cccfd18d9d67.png,1
minimum_area,9cb95d7aea443c734898c2d100855c13,outputs\debug\crop_minimum_area_366.png,extra\77,extra\77\72d089f7-0db2-4de6-b6ec-cccfd18d9d67.png,1
minimum_height,9f6311c51b364196ec49b19073dde113,outputs\debug\crop_minimum_height_367.png,extra\77,extra\77\72d089f7-0db2-4de6-b6ec-cccfd18d9d67.png,1
start_min,7746ed9ad96a24f2d7fe75442095c11c,outputs\debug\crop_start_min_368.png,extra\78,extra\78\9627f199-9865-4f1a-9d8f-77d0edb87282.png,1
end_min,f3821a5c0a69b966fa04936cfc39cc3a,outputs\debug\crop_end_min_369.png,extra\78,extra\78\9627f199-9865-4f1a-9d8f-77d0edb87282.png,1
peak_width_sec,f281c0f20071dd655ce3625f66e9730b,outputs\debug\crop_peak_width_sec_370.png,extra\78,extra\78\9627f199-9865-4f1a-9d8f-77d0edb87282.png,1
detection_threshold,fef8a23dc3c198c2a12e79d1e4b06034,outputs\debug\crop_detection_threshold_371.png,extra\78,extra\78\9627f199-9865-4f1a-9d8f-77d0edb87282.png,1
minimum_area,e0f342f42d794addea4e07f94c2fbe4b,outputs\debug\crop_minimum_area_372.png,extra\78,extra\78\9627f199-9865-4f1a-9d8f-77d0edb87282.png,1
minimum_height,e3eabf2c41fd558d3cd77f84ffc933a3,outputs\debug\crop_minimum_height_373.png,extra\78,extra\78\9627f199-9865-4f1a-9d8f-77d0edb87282.png,1
start_min,cd5aa117cd36e3e1a6c18ad422b46d8a,outputs\debug\crop_start_min_374.png,extra\79,extra\79\26eebb13-fc6f-42f8-a0ce-879e59ec4cdc.png,1
end_min,8081634fd3e6e8f9a1df1ebfca81f8e9,outputs\debug\crop_end_min_375.png,extra\79,extra\79\26eebb13-fc6f-42f8-a0ce-879e59ec4cdc.png,1
peak_width_sec,acf822407adae468a53caa6cabefb9ce,outputs\debug\crop_peak_width_sec_376.png,extra\79,extra\79\26eebb13-fc6f-42f8-a0ce-879e59ec4cdc.png,1
detection_threshold,387fb6eadffc9f255d29b28737bd110c,outputs\debug\crop_detection_threshold_377.png,extra\79,extra\79\26eebb13-fc6f-42f8-a0ce-879e59ec4cdc.png,1
minimum_area,d983f351c53a31098b4a7c20971bfb0e,outputs\debug\crop_minimum_area_378.png,extra\79,extra\79\26eebb13-fc6f-42f8-a0ce-879e59ec4cdc.png,1
minimum_height,15f6f036160ec5ac8cb913376d794aeb,outputs\debug\crop_minimum_height_379.png,extra\79,extra\79\26eebb13-fc6f-42f8-a0ce-879e59ec4cdc.png,1
start_min,dc49e97af662b10680b9c69b4700850c,outputs\debug\crop_start_min_380.png,extra\81,extra\81\1becd59d-ce44-4adf-bcef-dc9cad391d49.png,1
peak_width_sec,e5a9919fe4940677eea6b2f0eb767fd0,outputs\debug\crop_peak_width_sec_381.png,extra\81,extra\81\1becd59d-ce44-4adf-bcef-dc9cad391d49.png,1
detection_threshold,224e87b02b5a9e08739e24d1f69a920d,outputs\debug\crop_detection_threshold_382.png,extra\81,extra\81\1becd59d-ce44-4adf-bcef-dc9cad391d49.png,1
minimum_height,e2a0d8892749ae2bdd7c0a946a25d512,outputs\debug\crop_minimum_height_383.png,extra\81,extra\81\1becd59d-ce44-4adf-bcef-dc9cad391d49.png,2
start_min,0e594304c7941f002be55eddfed27388,outputs\debug\crop_start_min_384.png,extra\82,extra\82\f1506fbc-bfc2-4d04-8e0c-62ff1dd546d6.png,1
end_min,79cc7f6375c0e5906372a264ee89630c,outputs\debug\crop_end_min_385.png,extra\82,extra\82\f1506fbc-bfc2-4d04-8e0c-62ff1dd546d6.png,1
peak_width_sec,fd6e67810eb83cbeee1a51c6735b01b6,outputs\debug\crop_peak_width_sec_386.png,extra\82,extra\82\f1506fbc-bfc2-4d04-8e0c-62ff1dd546d6.png,1
detection_threshold,b36fabd624bb82c653419669001f5af5,outputs\debug\crop_detection_threshold_387.png,extra\82,extra\82\f1506fbc-bfc2-4d04-8e0c-62ff1dd546d6.png,1
minimum_area,be968c4998ae1d367c2b79e3de873b1d,outputs\debug\crop_minimum_area_388.png,extra\82,extra\82\f1506fbc-bfc2-4d04-8e0c-62ff1dd546d6.png,1
minimum_height,a6c672efba80c173b34313da96c31d6d,outputs\debug\crop_minimum_height_389.png,extra\82,extra\82\f1506fbc-bfc2-4d04-8e0c-62ff1dd546d6.png,1
start_min,c6fa79a568da15727ac464d5ff54112a,outputs\debug\crop_start_min_390.png,extra\83,extra\83\148e66b3-2c4b-4871-a27a-b2a3a7419fc5.png,1
peak_width_sec,36aaff5d7fa3b9d32792f8ed46121eea,outputs\debug\crop_peak_width_sec_391.png,extra\83,extra\83\148e66b3-2c4b-4871-a27a-b2a3a7419fc5.png,1
detection_threshold,c1388e4fe74ebbff405aeca6366674b7,outputs\debug\crop_detection_threshold_392.png,extra\83,extra\83\148e66b3-2c4b-4871-a27a-b2a3a7419fc5.png,1
minimum_height,93752695c4ea4f9b71ec56b865860de4,outputs\debug\crop_minimum_height_393.png,extra\83,extra\83\148e66b3-2c4b-4871-a27a-b2a3a7419fc5.png,1
start_min,622edf0500d5666067dac7ea2b6adb08,outputs\debug\crop_start_min_394.png,extra\84,extra\84\75fefc85-8d85-4155-8fb0-30016c896401.png,1
peak_width_sec,8fa835999d00ed3f59bb9ca648451e09,outputs\debug\crop_peak_width_sec_395.png,extra\84,extra\84\75fefc85-8d85-4155-8fb0-30016c896401.png,1
detection_threshold,71fdf0064ca13fe81bca2d64a2655704,outputs\debug\crop_detection_threshold_396.png,extra\84,extra\84\75fefc85-8d85-4155-8fb0-30016c896401.png,1
minimum_height,8d48a65de26c278e67d636a78bb68105,outputs\debug\crop_minimum_height_397.png,extra\84,extra\84\75fefc85-8d85-4155-8fb0-30016c896401.png,1
start_min,2e4858935135ae80f72840b6627a6a3f,outputs\debug\crop_start_min_398.png,extra\85,extra\85\f3a84aab-b9fe-4f96-8ba2-7baa26cce0f1.png,1
end_min,cad9191d1d0fbe9ea95a238bdf66fee4,outputs\debug\crop_end_min_399.png,extra\85,extra\85\f3a84aab-b9fe-4f96-8ba2-7baa26cce0f1.png,1
peak_width_sec,b6de2896046a741eed0fb9b4a3098bd5,outputs\debug\crop_peak_width_sec_400.png,extra\85,extra\85\f3a84aab-b9fe-4f96-8ba2-7baa26cce0f1.png,1
detection_threshold,862aa64805307a5474f94a003a3ab522,outputs\debug\crop_detection_threshold_401.png,extra\85,extra\85\f3a84aab-b9fe-4f96-8ba2-7baa26cce0f1.png,1
minimum_area,698c0108626fb633b2d2e33ad3280026,outputs\debug\crop_minimum_area_402.png,extra\85,extra\85\f3a84aab-b9fe-4f96-8ba2-7baa26cce0f1.png,1
minimum_height,7bc5b54c16942aeeeb5c534d0684a83c,outputs\debug\crop_minimum_height_403.png,extra\85,extra\85\f3a84aab-b9fe-4f96-8ba2-7baa26cce0f1.png,1
start_min,5722f2ccb1c8d2b8ce1283f2050ed4fb,outputs\debug\crop_start_min_404.png,extra\86,extra\86\d05daeb0-aaab-425b-95f5-36342057f7de.png,1
start_min,2910fe8667a879753886cce9f49ddb13,outputs\debug\crop_start_min_405.png,extra\87,extra\87\eb171b2e-411b-4ffb-a2b7-8ccc2d58b586.png,1
end_min,d91c6450949f6815a59601deb2fd9e4f,outputs\debug\crop_end_min_406.png,extra\87,extra\87\eb171b2e-411b-4ffb-a2b7-8ccc2d58b586.png,1
peak_width_sec,3edeb18fa89125e12373555c865fa822,outputs\debug\crop_peak_width_sec_407.png,extra\87,extra\87\eb171b2e-411b-4ffb-a2b7-8ccc2d58b586.png,1
detection_threshold,f146d0f6a6471acafe271858b021ff71,outputs\debug\crop_detection_threshold_408.png,extra\87,extra\87\eb171b2e-411b-4ffb-a2b7-8ccc2d58b586.png,1
minimum_area,b0c4dd5a161076c655f1730824a2ea53,outputs\debug\crop_minimum_area_409.png,extra\87,extra\87\eb171b2e-411b-4ffb-a2b7-8ccc2d58b586.png,1
minimum_height,d6d884967284e7078c4d25f86a0164d8,outputs\debug\crop_minimum_height_410.png,extra\87,extra\87\eb171b2e-411b-4ffb-a2b7-8ccc2d58b586.png,1
start_min,4891e06cb0cf2a2f859829ff3bab744b,outputs\debug\crop_start_min_411.png,extra\88,extra\88\cb30321f-21d8-471d-8ecc-32714c0b869e.png,1
end_min,b87dbb4234ad846cde6ac8d41ad5a6a9,outputs\debug\crop_end_min_412.png,extra\88,extra\88\cb30321f-21d8-471d-8ecc-32714c0b869e.png,1
peak_width_sec,a7f433a78049ac7fa9704af7143ae0c6,outputs\debug\crop_peak_width_sec_413.png,extra\88,extra\88\cb30321f-21d8-471d-8ecc-32714c0b869e.png,1
detection_threshold,481a47743ffe56e17845a9d44e45097d,outputs\debug\crop_detection_threshold_414.png,extra\88,extra\88\cb30321f-21d8-471d-8ecc-32714c0b869e.png,1
minimum_area,24109b1e8a9fc0b152cae782ebbea97d,outputs\debug\crop_minimum_area_415.png,extra\88,extra\88\cb30321f-21d8-471d-8ecc-32714c0b869e.png,1
minimum_height,9c4b56dc3f7775e6cdb63298c323eba5,outputs\debug\crop_minimum_height_416.png,extra\88,extra\88\cb30321f-21d8-471d-8ecc-32714c0b869e.png,1
end_min,03212ac5c390bbc944bf580cfbeb0817,outputs\debug\crop_end_min_417.png,extra\89,extra\89\6c71118d-0a9e-4e41-a4be-95d0b3b09d89.png,1
start_min,5bdc3dc72e3cd0c424524ffbccac28c6,outputs\debug\crop_start_min_418.png,extra\90,extra\90\879ab663-3927-4d53-bc1b-6f28510d1a44.png,1
end_min,6e49b4622306ae8b33d52fe6acf81b9d,outputs\debug\crop_end_min_419.png,extra\90,extra\90\879ab663-3927-4d53-bc1b-6f28510d1a44.png,1
peak_width_sec,858d5c210c6dffb50773d60ea91ee53e,outputs\debug\crop_peak_width_sec_420.png,extra\90,extra\90\879ab663-3927-4d53-bc1b-6f28510d1a44.png,1
detection_threshold,e2f6f1063096eccfafe12a65a4c9a315,outputs\debug\crop_detection_threshold_421.png,extra\90,extra\90\879ab663-3927-4d53-bc1b-6f28510d1a44.png,1
minimum_area,868ecf488bda618e89754a4fe2af534e,outputs\debug\crop_minimum_area_422.png,extra\90,extra\90\879ab663-3927-4d53-bc1b-6f28510d1a44.png,1
minimum_height,1692270a32e53169150f2a232672df61,outputs\debug\crop_minimum_height_423.png,extra\90,extra\90\879ab663-3927-4d53-bc1b-6f28510d1a44.png,1
start_min,b9845bebf888c23153c3df13040dca9a,outputs\debug\crop_start_min_424.png,extra\91,extra\91\dab407a5-77f7-427e-bf2d-ebd3e76b0c0c.png,1
end_min,773c1d5e0d907c19b3d876a66fcbf531,outputs\debug\crop_end_min_425.png,extra\91,extra\91\dab407a5-77f7-427e-bf2d-ebd3e76b0c0c.png,1
peak_width_sec,567d7ba1f696db0ed24bfdecb7d5fa11,outputs\debug\crop_peak_width_sec_426.png,extra\91,extra\91\dab407a5-77f7-427e-bf2d-ebd3e76b0c0c.png,1
detection_threshold,742d3522077b75c011dcbaed2c33cbd5,outputs\debug\crop_detection_threshold_427.png,extra\91,extra\91\dab407a5-77f7-427e-bf2d-ebd3e76b0c0c.png,1
minimum_area,c3527b7b8d8313f76c5565033b99e124,outputs\debug\crop_minimum_area_428.png,extra\91,extra\91\dab407a5-77f7-427e-bf2d-ebd3e76b0c0c.png,1
minimum_height,6fff8646371ab62d2097be55e2863ff5,outputs\debug\crop_minimum_height_429.png,extra\91,extra\91\dab407a5-77f7-427e-bf2d-ebd3e76b0c0c.png,1
start_min,235c96266fefd2497a998657f28bf1f5,outputs\debug\crop_start_min_430.png,extra\92,extra\92\e80e59a2-ca42-4afe-bd20-596582d9780b.png,1
end_min,bd3e955dbaac8cfb371967e9eec92bed,outputs\debug\crop_end_min_431.png,extra\92,extra\92\e80e59a2-ca42-4afe-bd20-596582d9780b.png,1
peak_width_sec,7226ffc20e477173e635406f73321346,outputs\debug\crop_peak_width_sec_432.png,extra\92,extra\92\e80e59a2-ca42-4afe-bd20-596582d9780b.png,1
detection_threshold,d176a2918fc073e82e7b08e128c0b030,outputs\debug\crop_detection_threshold_433.png,extra\92,extra\92\e80e59a2-ca42-4afe-bd20-596582d9780b.png,1
minimum_height,2d9836229df832924e7504cd1a9a0c95,outputs\debug\crop_minimum_height_434.png,extra\92,extra\92\e80e59a2-ca42-4afe-bd20-596582d9780b.png,1
start_min,735a8df5c0dbaf379b590b602f907df7,outputs\debug\crop_start_min_435.png,extra\99,extra\99\7a6d73b66f278ebf311e2a474c32eed3.png,1
end_min,1b76ec413aa12153d84788f9099f258c,outputs\debug\crop_end_min_436.png,extra\99,extra\99\7a6d73b66f278ebf311e2a474c32eed3.png,1
minimum_height,7c575a9e47a4f6ca57aa875d70fa1564,outputs\debug\crop_minimum_height_437.png,extra\99,extra\99\7a6d73b66f278ebf311e2a474c32eed3.png,1
start_min,47b1d47926dd1fa005fa98a62f681ec4,outputs\debug\crop_start_min_438.png,extra\D3,extra\D3\0789f4a2-9b4c-4a6e-bc1d-f70f5f0e5e1d.png,1
end_min,cf97fa3a56e1675b0ac374b5d82f97e6,outputs\debug\crop_end_min_439.png,extra\D3,extra\D3\0789f4a2-9b4c-4a6e-bc1d-f70f5f0e5e1d.png,1
peak_width_sec,54859287b6a7b3398df23b5b3426ea69,outputs\debug\crop_peak_width_sec_440.png,extra\D3,extra\D3\0789f4a2-9b4c-4a6e-bc1d-f70f5f0e5e1d.png,1
detection_threshold,0995f2fc7e7141cf1d4c3b774b489b0c,outputs\debug\crop_detection_threshold_441.png,extra\D3,extra\D3\0789f4a2-9b4c-4a6e-bc1d-f70f5f0e5e1d.png,1
minimum_area,4197957713c61139b22c4b2e3f106472,outputs\debug\crop_minimum_area_442.png,extra\D3,extra\D3\0789f4a2-9b4c-4a6e-bc1d-f70f5f0e5e1d.png,1
minimum_height,5624805353c51da9002207d33f3ee64c,outputs\debug\crop_minimum_height_443.png,extra\D3,extra\D3\0789f4a2-9b4c-4a6e-bc1d-f70f5f0e5e1d.png,1
start_min,0c51ed8ed4fa8d58d7139ef9339273a7,outputs\debug\crop_start_min_444.png,extra\D4,extra\D4\d118ccca-31a5-40c7-9bcb-b68c2978b236.png,1
end_min,6c0703422a45ed25ba26c6da57a73bed,outputs\debug\crop_end_min_445.png,extra\D4,extra\D4\d118ccca-31a5-40c7-9bcb-b68c2978b236.png,1
peak_width_sec,29ac2e40877e35e47346837f4a4d444a,outputs\debug\crop_peak_width_sec_446.png,extra\D4,extra\D4\d118ccca-31a5-40c7-9bcb-b68c2978b236.png,1
detection_threshold,f877cee4f95eb2fb9db6d5fe2edecc71,outputs\debug\crop_detection_threshold_447.png,extra\D4,extra\D4\d118ccca-31a5-40c7-9bcb-b68c2978b236.png,1
minimum_area,7baca81136b774c4c2010d071967d80a,outputs\debug\crop_minimum_area_448.png,extra\D4,extra\D4\d118ccca-31a5-40c7-9bcb-b68c2978b236.png,1
minimum_height,3695b73a9d569246e292f728693f0f82,outputs\debug\crop_minimum_height_449.png,extra\D4,extra\D4\d118ccca-31a5-40c7-9bcb-b68c2978b236.png,1
start_min,e6055136c762ef8696eb2a1d4175da65,outputs\debug\crop_start_min_450.png,extra\HT LL 3,extra\HT LL 3\6655492a-cbb9-4a0c-a8b6-44d42d075fb3.png,1
end_min,bb86e36ecf455caf681aca7c3359cea7,outputs\debug\crop_end_min_451.png,extra\HT LL 3,extra\HT LL 3\6655492a-cbb9-4a0c-a8b6-44d42d075fb3.png,1
peak_width_sec,245e9bad6562afef87460079b12fac89,outputs\debug\crop_peak_width_sec_452.png,extra\HT LL 3,extra\HT LL 3\6655492a-cbb9-4a0c-a8b6-44d42d075fb3.png,1
detection_threshold,1fa991546092977f4477b8d484ab6509,outputs\debug\crop_detection_threshold_453.png,extra\HT LL 3,extra\HT LL 3\6655492a-cbb9-4a0c-a8b6-44d42d075fb3.png,1
minimum_area,aba127db9b7db018854fc48b669b9e98,outputs\debug\crop_minimum_area_454.png,extra\HT LL 3,extra\HT LL 3\6655492a-cbb9-4a0c-a8b6-44d42d075fb3.png,1
minimum_height,94d0a1360602ab11110755c6b727980d,outputs\debug\crop_minimum_height_455.png,extra\HT LL 3,extra\HT LL 3\6655492a-cbb9-4a0c-a8b6-44d42d075fb3.png,1
start_min,3aabf5d068867a6d65f795f8dec38872,outputs\debug\crop_start_min_456.png,extra\HT LL 4,extra\HT LL 4\306a7c24-7fd6-4f2c-8e54-b6ef6bc91280.png,1
end_min,67be4d637951c235282382bec3b95da9,outputs\debug\crop_end_min_457.png,extra\HT LL 4,extra\HT LL 4\306a7c24-7fd6-4f2c-8e54-b6ef6bc91280.png,1
peak_width_sec,9f62564a2fe15da4611d5fca0b224da1,outputs\debug\crop_peak_width_sec_458.png,extra\HT LL 4,extra\HT LL 4\306a7c24-7fd6-4f2c-8e54-b6ef6bc91280.png,1
detection_threshold,82e3565500d3bc1162a3fcbb2bab08e3,outputs\debug\crop_detection_threshold_459.png,extra\HT LL 4,extra\HT LL 4\306a7c24-7fd6-4f2c-8e54-b6ef6bc91280.png,1
minimum_area,5bfc969316cfaaede08e4c4059a8787e,outputs\debug\crop_minimum_area_460.png,extra\HT LL 4,extra\HT LL 4\306a7c24-7fd6-4f2c-8e54-b6ef6bc91280.png,1
